"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
8 Sep 2021 04:00:00.000,-36.973,-56.655,1007.698466,-0.036546,0.050648,0.013081
8 Sep 2021 04:01:00.000,-39.119,-53.520,1008.474391,-0.034910,0.053935,0.012736
8 Sep 2021 04:02:00.000,-41.160,-50.178,1009.224147,-0.033044,0.057509,0.012210
8 Sep 2021 04:03:00.000,-43.081,-46.614,1009.937047,-0.030924,0.061341,0.011510
8 Sep 2021 04:04:00.000,-44.868,-42.813,1010.602935,-0.028525,0.065379,0.010646
8 Sep 2021 04:05:00.000,-46.501,-38.766,1011.212335,-0.025829,0.069537,0.009631
8 Sep 2021 04:06:00.000,-47.963,-34.468,1011.756580,-0.022820,0.073696,0.008478
8 Sep 2021 04:07:00.000,-49.235,-29.925,1012.227935,-0.019497,0.077697,0.007205
8 Sep 2021 04:08:00.000,-50.298,-25.150,1012.619705,-0.015870,0.081351,0.005830
8 Sep 2021 04:09:00.000,-51.135,-20.173,1012.926327,-0.011969,0.084446,0.004372
8 Sep 2021 04:10:00.000,-51.730,-15.031,1013.143451,-0.007844,0.086777,0.002852
8 Sep 2021 04:11:00.000,-52.073,-9.776,1013.267996,-0.003563,0.088170,0.001292
8 Sep 2021 04:12:00.000,-52.157,-4.470,1013.298195,0.000792,0.088515,-0.000287
8 Sep 2021 04:13:00.000,-51.979,0.826,1013.233620,0.005130,0.087781,-0.001862
8 Sep 2021 04:14:00.000,-51.543,6.046,1013.075187,0.009364,0.086031,-0.003410
8 Sep 2021 04:15:00.000,-50.858,11.133,1012.825143,0.013414,0.083400,-0.004910
8 Sep 2021 04:16:00.000,-49.937,16.041,1012.487037,0.017220,0.080077,-0.006340
8 Sep 2021 04:17:00.000,-48.796,20.734,1012.065666,0.020739,0.076274,-0.007680
8 Sep 2021 04:18:00.000,-47.453,25.189,1011.567015,0.023949,0.072195,-0.008911
8 Sep 2021 04:19:00.000,-45.927,29.396,1010.998167,0.026843,0.068020,-0.010016
8 Sep 2021 04:20:00.000,-44.236,33.353,1010.367210,0.029430,0.063894,-0.010978
8 Sep 2021 04:21:00.000,-42.399,37.067,1009.683118,0.031725,0.059923,-0.011784
8 Sep 2021 04:22:00.000,-40.432,40.548,1008.955631,0.033750,0.056179,-0.012422
8 Sep 2021 04:23:00.000,-38.351,43.813,1008.195113,0.035529,0.052707,-0.012883
8 Sep 2021 04:24:00.000,-36.170,46.878,1007.412411,0.037088,0.049529,-0.013160
8 Sep 2021 04:25:00.000,-33.902,49.761,1006.618694,0.038449,0.046650,-0.013249
8 Sep 2021 04:26:00.000,-31.557,52.481,1005.825302,0.039634,0.044065,-0.013149
8 Sep 2021 04:27:00.000,-29.146,55.053,1005.043579,0.040664,0.041764,-0.012861
8 Sep 2021 04:28:00.000,-26.677,57.496,1004.284713,0.041555,0.039732,-0.012389
8 Sep 2021 04:29:00.000,-24.158,59.824,1003.559574,0.042323,0.037951,-0.011739
8 Sep 2021 04:30:00.000,-21.597,62.053,1002.878559,0.042981,0.036406,-0.010920
8 Sep 2021 04:31:00.000,-19.000,64.196,1002.251438,0.043539,0.035081,-0.009945
8 Sep 2021 04:32:00.000,-16.371,66.265,1001.687216,0.044006,0.033961,-0.008828
8 Sep 2021 04:33:00.000,-13.717,68.272,1001.194001,0.044391,0.033032,-0.007583
8 Sep 2021 04:34:00.000,-11.042,70.230,1000.778884,0.044698,0.032286,-0.006229
8 Sep 2021 04:35:00.000,-8.351,72.148,1000.447837,0.044934,0.031711,-0.004786
8 Sep 2021 04:36:00.000,-5.648,74.036,1000.205624,0.045101,0.031303,-0.003273
8 Sep 2021 04:37:00.000,-2.937,75.905,1000.055731,0.045203,0.031054,-0.001714
8 Sep 2021 04:38:00.000,-0.222,77.763,1000.000318,0.045240,0.030963,-0.000130
8 Sep 2021 04:39:00.000,2.494,79.621,1000.040183,0.045213,0.031029,0.001456
8 Sep 2021 04:40:00.000,5.206,81.487,1000.174750,0.045122,0.031251,0.003021
8 Sep 2021 04:41:00.000,7.910,83.372,1000.402083,0.044966,0.031633,0.004543
8 Sep 2021 04:42:00.000,10.604,85.284,1000.718909,0.044742,0.032180,0.005999
8 Sep 2021 04:43:00.000,13.281,87.235,1001.120667,0.044446,0.032898,0.007369
8 Sep 2021 04:44:00.000,15.939,89.233,1001.601578,0.044074,0.033796,0.008632
8 Sep 2021 04:45:00.000,18.572,91.292,1002.154726,0.043621,0.034884,0.009772
8 Sep 2021 04:46:00.000,21.175,93.421,1002.772164,0.043078,0.036175,0.010772
8 Sep 2021 04:47:00.000,23.743,95.635,1003.445023,0.042438,0.037683,0.011616
8 Sep 2021 04:48:00.000,26.269,97.946,1004.163648,0.041689,0.039424,0.012294
8 Sep 2021 04:49:00.000,28.746,100.369,1004.917736,0.040819,0.041414,0.012796
