"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
8 Sep 2021 04:00:00.000,-30.928,-120.178,1005.617932,0.039920,0.043433,-0.013091
8 Sep 2021 04:01:00.000,-28.501,-117.641,1004.841151,0.040911,0.041204,-0.012754
8 Sep 2021 04:02:00.000,-26.019,-115.229,1004.090126,0.041769,0.039239,-0.012234
8 Sep 2021 04:03:00.000,-23.488,-112.929,1003.375616,0.042507,0.037523,-0.011539
8 Sep 2021 04:04:00.000,-20.917,-110.724,1002.707869,0.043137,0.036037,-0.010678
8 Sep 2021 04:05:00.000,-18.310,-108.602,1002.096466,0.043670,0.034767,-0.009664
8 Sep 2021 04:06:00.000,-15.675,-106.550,1001.550190,0.044115,0.033698,-0.008512
8 Sep 2021 04:07:00.000,-13.015,-104.557,1001.076889,0.044479,0.032819,-0.007236
8 Sep 2021 04:08:00.000,-10.335,-102.611,1000.683372,0.044767,0.032118,-0.005857
8 Sep 2021 04:09:00.000,-7.641,-100.702,1000.375298,0.044985,0.031588,-0.004393
8 Sep 2021 04:10:00.000,-4.935,-98.819,1000.157102,0.045134,0.031222,-0.002867
8 Sep 2021 04:11:00.000,-2.223,-96.954,1000.031926,0.045219,0.031015,-0.001298
8 Sep 2021 04:12:00.000,0.493,-95.097,1000.001572,0.045239,0.030965,0.000288
8 Sep 2021 04:13:00.000,3.208,-93.238,1000.066477,0.045196,0.031072,0.001871
8 Sep 2021 04:14:00.000,5.919,-91.368,1000.225707,0.045088,0.031336,0.003427
8 Sep 2021 04:15:00.000,8.621,-89.477,1000.476969,0.044914,0.031761,0.004933
8 Sep 2021 04:16:00.000,11.310,-87.555,1000.816645,0.044671,0.032352,0.006369
8 Sep 2021 04:17:00.000,13.983,-85.593,1001.239847,0.044356,0.033117,0.007712
8 Sep 2021 04:18:00.000,16.635,-83.580,1001.740489,0.043963,0.034064,0.008945
8 Sep 2021 04:19:00.000,19.260,-81.504,1002.311371,0.043487,0.035204,0.010049
8 Sep 2021 04:20:00.000,21.855,-79.354,1002.944292,0.042920,0.036551,0.011009
8 Sep 2021 04:21:00.000,24.412,-77.116,1003.630164,0.042252,0.038118,0.011811
8 Sep 2021 04:22:00.000,26.926,-74.777,1004.359147,0.041472,0.039923,0.012444
8 Sep 2021 04:23:00.000,29.389,-72.322,1005.120790,0.040568,0.041982,0.012898
8 Sep 2021 04:24:00.000,31.794,-69.735,1005.904184,0.039523,0.044310,0.013168
8 Sep 2021 04:25:00.000,34.132,-67.000,1006.698120,0.038321,0.046924,0.013249
8 Sep 2021 04:26:00.000,36.392,-64.100,1007.491245,0.036941,0.049833,0.013141
8 Sep 2021 04:27:00.000,38.564,-61.015,1008.272230,0.035362,0.053041,0.012845
8 Sep 2021 04:28:00.000,40.634,-57.730,1009.029930,0.033559,0.056541,0.012366
8 Sep 2021 04:29:00.000,42.588,-54.226,1009.753541,0.031508,0.060310,0.011711
8 Sep 2021 04:30:00.000,44.411,-50.488,1010.432753,0.029185,0.064300,0.010889
8 Sep 2021 04:31:00.000,46.087,-46.507,1011.057899,0.026568,0.068437,0.009912
8 Sep 2021 04:32:00.000,47.595,-42.275,1011.620085,0.023643,0.072610,0.008794
8 Sep 2021 04:33:00.000,48.919,-37.795,1012.111321,0.020402,0.076670,0.007551
8 Sep 2021 04:34:00.000,50.039,-33.079,1012.524628,0.016853,0.080434,0.006201
8 Sep 2021 04:35:00.000,50.937,-28.152,1012.854136,0.013020,0.083697,0.004763
8 Sep 2021 04:36:00.000,51.598,-23.048,1013.095171,0.008948,0.086248,0.003257
8 Sep 2021 04:37:00.000,52.008,-17.818,1013.244311,0.004701,0.087902,0.001705
8 Sep 2021 04:38:00.000,52.160,-12.519,1013.299442,0.000356,0.088529,0.000129
8 Sep 2021 04:39:00.000,52.051,-7.215,1013.259781,-0.003995,0.088077,-0.001449
8 Sep 2021 04:40:00.000,51.682,-1.969,1013.125891,-0.008264,0.086584,-0.003006
8 Sep 2021 04:41:00.000,51.062,3.159,1012.899671,-0.012370,0.084168,-0.004521
8 Sep 2021 04:42:00.000,50.201,8.118,1012.584331,-0.016245,0.081007,-0.005971
8 Sep 2021 04:43:00.000,49.117,12.870,1012.184345,-0.019842,0.077310,-0.007337
8 Sep 2021 04:44:00.000,47.825,17.389,1011.705393,-0.023135,0.073285,-0.008599
8 Sep 2021 04:45:00.000,46.345,21.662,1011.154279,-0.026112,0.069120,-0.009738
8 Sep 2021 04:46:00.000,44.696,25.685,1010.538835,-0.028778,0.064969,-0.010739
8 Sep 2021 04:47:00.000,42.895,29.461,1009.867814,-0.031148,0.060948,-0.011588
8 Sep 2021 04:48:00.000,40.961,33.002,1009.150768,-0.033241,0.057140,-0.012271
8 Sep 2021 04:49:00.000,38.909,36.323,1008.397911,-0.035083,0.053593,-0.012779
8 Sep 2021 04:50:00.000,36.753,39.439,1007.619975,-0.036697,0.050336,-0.013105
8 Sep 2021 04:51:00.000,34.507,42.368,1006.828062,-0.038108,0.047379,-0.013244
8 Sep 2021 04:52:00.000,32.181,45.129,1006.033482,-0.039338,0.044718,-0.013194
8 Sep 2021 04:53:00.000,29.786,47.738,1005.247593,-0.040407,0.042343,-0.012955
8 Sep 2021 04:54:00.000,27.332,50.214,1004.481641,-0.041333,0.040242,-0.012530
8 Sep 2021 04:55:00.000,24.826,52.571,1003.746594,-0.042132,0.038397,-0.011927
8 Sep 2021 04:56:00.000,22.275,54.824,1003.052987,-0.042818,0.036791,-0.011152
8 Sep 2021 04:57:00.000,19.687,56.988,1002.410772,-0.043401,0.035409,-0.010217
8 Sep 2021 04:58:00.000,17.066,59.075,1001.829168,-0.043891,0.034236,-0.009135
8 Sep 2021 04:59:00.000,14.418,61.098,1001.316531,-0.044297,0.033259,-0.007922
8 Sep 2021 05:00:00.000,11.748,63.068,1000.880229,-0.044625,0.032465,-0.006595
8 Sep 2021 05:01:00.000,9.061,64.995,1000.526539,-0.044879,0.031846,-0.005173
8 Sep 2021 05:02:00.000,6.361,66.890,1000.260550,-0.045064,0.031395,-0.003677
8 Sep 2021 05:03:00.000,3.651,68.763,1000.086091,-0.045182,0.031104,-0.002128
8 Sep 2021 05:04:00.000,0.937,70.623,1000.005674,-0.045236,0.030972,-0.000548
8 Sep 2021 05:05:00.000,-1.779,72.481,1000.020458,-0.045226,0.030996,0.001040
8 Sep 2021 05:06:00.000,-4.492,74.344,1000.130228,-0.045153,0.031177,0.002613
8 Sep 2021 05:07:00.000,-7.199,76.223,1000.333405,-0.045014,0.031517,0.004148
8 Sep 2021 05:08:00.000,-9.896,78.127,1000.627064,-0.044808,0.032020,0.005623
8 Sep 2021 05:09:00.000,-12.578,80.066,1001.006977,-0.044531,0.032692,0.007018
8 Sep 2021 05:10:00.000,-15.242,82.051,1001.467678,-0.044180,0.033542,0.008311
8 Sep 2021 05:11:00.000,-17.882,84.092,1002.002541,-0.043749,0.034579,0.009485
8 Sep 2021 05:12:00.000,-20.493,86.202,1002.603880,-0.043230,0.035815,0.010523
8 Sep 2021 05:13:00.000,-23.071,88.392,1003.263057,-0.042617,0.037264,0.011410
8 Sep 2021 05:14:00.000,-25.608,90.676,1003.970610,-0.041897,0.038942,0.012133
8 Sep 2021 05:15:00.000,-28.099,93.068,1004.716393,-0.041060,0.040865,0.012682
8 Sep 2021 05:16:00.000,-30.536,95.584,1005.489718,-0.040091,0.043050,0.013049
8 Sep 2021 05:17:00.000,-32.910,98.238,1006.279514,-0.038975,0.045512,0.013230
8 Sep 2021 05:18:00.000,-35.212,101.050,1007.074483,-0.037691,0.048264,0.013221
8 Sep 2021 05:19:00.000,-37.432,104.035,1007.863264,-0.036220,0.051315,0.013024
8 Sep 2021 05:20:00.000,-39.557,107.212,1008.634595,-0.034537,0.054663,0.012641
8 Sep 2021 05:21:00.000,-41.574,110.599,1009.377473,-0.032620,0.058295,0.012077
8 Sep 2021 05:22:00.000,-43.469,114.212,1010.081309,-0.030443,0.062176,0.011342
8 Sep 2021 05:23:00.000,-45.224,118.064,1010.736080,-0.027984,0.066247,0.010445
8 Sep 2021 05:24:00.000,-46.823,122.164,1011.332469,-0.025222,0.070417,0.009399
8 Sep 2021 05:25:00.000,-48.247,126.514,1011.861995,-0.022147,0.074557,0.008220
8 Sep 2021 05:26:00.000,-49.476,131.108,1012.317133,-0.018758,0.078501,0.006924
8 Sep 2021 05:27:00.000,-50.493,135.927,1012.691419,-0.015071,0.082055,0.005530
8 Sep 2021 05:28:00.000,-51.280,140.944,1012.979540,-0.011118,0.085006,0.004057
8 Sep 2021 05:29:00.000,-51.824,146.114,1013.177408,-0.006954,0.087153,0.002527
8 Sep 2021 05:30:00.000,-52.113,151.384,1013.282215,-0.002650,0.088332,0.000961
8 Sep 2021 05:31:00.000,-52.141,156.694,1013.292474,0.001709,0.088449,-0.000619
8 Sep 2021 05:32:00.000,-51.908,161.978,1013.208041,0.006032,0.087494,-0.002190
8 Sep 2021 05:33:00.000,-51.419,167.175,1013.030113,0.010233,0.085545,-0.003730
8 Sep 2021 05:34:00.000,-50.683,172.229,1012.761213,0.014237,0.082752,-0.005217
