"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
8 Sep 2021 04:00:00.000,51.268,-33.014,1012.975103,-0.011192,0.084959,-0.004084
8 Sep 2021 04:01:00.000,50.476,-28.001,1012.685377,-0.015140,0.081995,-0.005556
8 Sep 2021 04:02:00.000,49.456,-23.185,1012.309571,-0.018823,0.078433,-0.006948
8 Sep 2021 04:03:00.000,48.222,-18.596,1011.853022,-0.022206,0.074483,-0.008242
8 Sep 2021 04:04:00.000,46.795,-14.250,1011.322212,-0.025275,0.070341,-0.009419
8 Sep 2021 04:05:00.000,45.194,-10.155,1010.724684,-0.028031,0.066172,-0.010462
8 Sep 2021 04:06:00.000,43.436,-6.308,1010.068937,-0.030485,0.062103,-0.011356
8 Sep 2021 04:07:00.000,41.539,-2.699,1009.364301,-0.032657,0.058226,-0.012089
8 Sep 2021 04:08:00.000,39.520,0.684,1008.620811,-0.034570,0.054600,-0.012649
8 Sep 2021 04:09:00.000,37.393,3.858,1007.849064,-0.036248,0.051257,-0.013029
8 Sep 2021 04:10:00.000,35.171,6.840,1007.060069,-0.037716,0.048211,-0.013223
8 Sep 2021 04:11:00.000,32.868,9.648,1006.265093,-0.038996,0.045464,-0.013228
8 Sep 2021 04:12:00.000,30.492,12.300,1005.475496,-0.040110,0.043008,-0.013044
8 Sep 2021 04:13:00.000,28.054,14.813,1004.702573,-0.041077,0.040828,-0.012673
8 Sep 2021 04:14:00.000,25.562,17.203,1003.957391,-0.041911,0.038910,-0.012121
8 Sep 2021 04:15:00.000,23.024,19.485,1003.250627,-0.042629,0.037236,-0.011395
8 Sep 2021 04:16:00.000,20.446,21.674,1002.592418,-0.043241,0.035791,-0.010505
8 Sep 2021 04:17:00.000,17.834,23.782,1001.992212,-0.043757,0.034558,-0.009465
8 Sep 2021 04:18:00.000,15.194,25.823,1001.458630,-0.044187,0.033525,-0.008289
8 Sep 2021 04:19:00.000,12.530,27.807,1000.999340,-0.044537,0.032678,-0.006993
8 Sep 2021 04:20:00.000,9.847,29.745,1000.620948,-0.044812,0.032009,-0.005597
8 Sep 2021 04:21:00.000,7.150,31.649,1000.328899,-0.045017,0.031510,-0.004120
8 Sep 2021 04:22:00.000,4.443,33.527,1000.127396,-0.045155,0.031173,-0.002584
8 Sep 2021 04:23:00.000,1.730,35.390,1000.019340,-0.045227,0.030995,-0.001011
8 Sep 2021 04:24:00.000,-0.986,37.247,1000.006287,-0.045236,0.030973,0.000577
8 Sep 2021 04:25:00.000,-3.701,39.108,1000.088426,-0.045181,0.031108,0.002156
8 Sep 2021 04:26:00.000,-6.410,40.981,1000.264573,-0.045061,0.031401,0.003705
8 Sep 2021 04:27:00.000,-9.110,42.877,1000.532193,-0.044875,0.031856,0.005200
8 Sep 2021 04:28:00.000,-11.797,44.805,1000.887432,-0.044619,0.032478,0.006620
8 Sep 2021 04:29:00.000,-14.466,46.775,1001.325179,-0.044290,0.033275,0.007945
8 Sep 2021 04:30:00.000,-17.114,48.799,1001.839138,-0.043883,0.034256,0.009156
8 Sep 2021 04:31:00.000,-19.734,50.887,1002.421920,-0.043391,0.035433,0.010235
8 Sep 2021 04:32:00.000,-22.322,53.053,1003.065152,-0.042806,0.036818,0.011167
8 Sep 2021 04:33:00.000,-24.872,55.308,1003.759602,-0.042119,0.038428,0.011939
8 Sep 2021 04:34:00.000,-27.377,57.667,1004.495306,-0.041318,0.040278,0.012540
8 Sep 2021 04:35:00.000,-29.830,60.145,1005.261719,-0.040389,0.042384,0.012961
8 Sep 2021 04:36:00.000,-32.224,62.757,1006.047866,-0.039317,0.044763,0.013196
8 Sep 2021 04:37:00.000,-34.548,65.521,1006.842499,-0.038084,0.047430,0.013243
8 Sep 2021 04:38:00.000,-36.793,68.453,1007.634259,-0.036670,0.050393,0.013101
8 Sep 2021 04:39:00.000,-38.947,71.573,1008.411837,-0.035052,0.053655,0.012771
8 Sep 2021 04:40:00.000,-40.997,74.897,1009.164138,-0.033206,0.057207,0.012260
8 Sep 2021 04:41:00.000,-42.929,78.442,1009.880438,-0.031107,0.061020,0.011574
8 Sep 2021 04:42:00.000,-44.727,82.223,1010.550532,-0.028732,0.065043,0.010722
8 Sep 2021 04:43:00.000,-46.373,86.250,1011.164884,-0.026060,0.069196,0.009719
8 Sep 2021 04:44:00.000,-47.850,90.527,1011.714755,-0.023078,0.073360,0.008577
8 Sep 2021 04:45:00.000,-49.138,95.051,1012.192331,-0.019780,0.077381,0.007313
8 Sep 2021 04:46:00.000,-50.219,99.807,1012.590826,-0.016177,0.081070,0.005946
8 Sep 2021 04:47:00.000,-51.075,104.770,1012.904585,-0.012297,0.084219,0.004494
8 Sep 2021 04:48:00.000,-51.691,109.900,1013.129153,-0.008188,0.086620,0.002978
8 Sep 2021 04:49:00.000,-52.055,115.148,1013.261345,-0.003917,0.088095,0.001420
8 Sep 2021 04:50:00.000,-52.160,120.452,1013.299286,0.000436,0.088527,-0.000158
8 Sep 2021 04:51:00.000,-52.003,125.751,1013.242437,0.004779,0.087881,-0.001734
8 Sep 2021 04:52:00.000,-51.588,130.979,1013.091605,0.009024,0.086209,-0.003285
