"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
8 Sep 2021 04:00:00.000,46.887,121.491,1011.356310,-0.025098,0.070594,-0.009352
8 Sep 2021 04:01:00.000,45.295,125.602,1010.762588,-0.027873,0.066422,-0.010403
8 Sep 2021 04:02:00.000,43.546,129.464,1010.110106,-0.030345,0.062345,-0.011307
8 Sep 2021 04:03:00.000,41.657,133.087,1009.408150,-0.032533,0.058454,-0.012049
8 Sep 2021 04:04:00.000,39.645,136.483,1008.666715,-0.034461,0.054811,-0.012620
8 Sep 2021 04:05:00.000,37.524,139.669,1007.896368,-0.036153,0.051451,-0.013011
8 Sep 2021 04:06:00.000,35.308,142.662,1007.108099,-0.037633,0.048387,-0.013217
8 Sep 2021 04:07:00.000,33.009,145.480,1006.313162,-0.038924,0.045622,-0.013233
8 Sep 2021 04:08:00.000,30.638,148.141,1005.522917,-0.040047,0.043148,-0.013060
8 Sep 2021 04:09:00.000,28.203,150.662,1004.748667,-0.041022,0.040952,-0.012701
8 Sep 2021 04:10:00.000,25.715,153.059,1004.001498,-0.041864,0.039019,-0.012159
8 Sep 2021 04:11:00.000,23.179,155.348,1003.292115,-0.042588,0.037331,-0.011444
8 Sep 2021 04:12:00.000,20.603,157.542,1002.630692,-0.043206,0.035872,-0.010564
8 Sep 2021 04:13:00.000,17.993,159.654,1002.026722,-0.043728,0.034627,-0.009532
8 Sep 2021 04:14:00.000,15.354,161.699,1001.488879,-0.044163,0.033582,-0.008363
8 Sep 2021 04:15:00.000,12.692,163.686,1001.024895,-0.044518,0.032725,-0.007075
8 Sep 2021 04:16:00.000,10.010,165.627,1000.641441,-0.044797,0.032045,-0.005684
8 Sep 2021 04:17:00.000,7.314,167.532,1000.344034,-0.045006,0.031535,-0.004212
8 Sep 2021 04:18:00.000,4.607,169.412,1000.136956,-0.045148,0.031188,-0.002678
8 Sep 2021 04:19:00.000,1.894,171.275,1000.023187,-0.045225,0.031001,-0.001107
8 Sep 2021 04:20:00.000,-0.822,173.132,1000.004366,-0.045237,0.030970,0.000481
8 Sep 2021 04:21:00.000,-3.537,174.992,1000.080765,-0.045186,0.031096,0.002061
8 Sep 2021 04:22:00.000,-6.246,176.865,1000.251282,-0.045070,0.031379,0.003612
8 Sep 2021 04:23:00.000,-8.947,178.759,1000.513462,-0.044888,0.031824,0.005111
8 Sep 2021 04:24:00.000,-11.635,-179.316,1000.863532,-0.044637,0.032436,0.006537
8 Sep 2021 04:25:00.000,-14.305,-177.348,1001.296454,-0.044312,0.033221,0.007868
8 Sep 2021 04:26:00.000,-16.954,-175.328,1001.806000,-0.043910,0.034191,0.009086
8 Sep 2021 04:27:00.000,-19.576,-173.243,1002.384846,-0.043423,0.035356,0.010174
8 Sep 2021 04:28:00.000,-22.166,-171.083,1003.024675,-0.042844,0.036728,0.011115
8 Sep 2021 04:29:00.000,-24.719,-168.834,1003.716301,-0.042164,0.038324,0.011897
8 Sep 2021 04:30:00.000,-27.227,-166.481,1004.449804,-0.041370,0.040159,0.012508
8 Sep 2021 04:31:00.000,-29.684,-164.011,1005.214667,-0.040449,0.042249,0.012941
8 Sep 2021 04:32:00.000,-32.081,-161.408,1005.999938,-0.039386,0.044611,0.013187
8 Sep 2021 04:33:00.000,-34.410,-158.654,1006.794380,-0.038164,0.047260,0.013246
8 Sep 2021 04:34:00.000,-36.660,-155.732,1007.586636,-0.036761,0.050205,0.013115
8 Sep 2021 04:35:00.000,-38.820,-152.624,1008.365391,-0.035156,0.053449,0.012797
8 Sep 2021 04:36:00.000,-40.877,-149.313,1009.119531,-0.033324,0.056984,0.012296
8 Sep 2021 04:37:00.000,-42.816,-145.781,1009.838305,-0.031242,0.060782,0.011620
8 Sep 2021 04:38:00.000,-44.622,-142.015,1010.511474,-0.028884,0.064795,0.010778
8 Sep 2021 04:39:00.000,-46.278,-138.003,1011.129456,-0.026231,0.068943,0.009784
8 Sep 2021 04:40:00.000,-47.766,-133.741,1011.683462,-0.023267,0.073110,0.008650
8 Sep 2021 04:41:00.000,-49.066,-129.232,1012.165616,-0.019988,0.077145,0.007393
8 Sep 2021 04:42:00.000,-50.160,-124.489,1012.569069,-0.016403,0.080860,0.006031
8 Sep 2021 04:43:00.000,-51.030,-119.538,1012.888095,-0.012539,0.084048,0.004584
8 Sep 2021 04:44:00.000,-51.661,-114.416,1013.118164,-0.008442,0.086499,0.003071
8 Sep 2021 04:45:00.000,-52.040,-109.175,1013.256012,-0.004178,0.088034,0.001515
8 Sep 2021 04:46:00.000,-52.161,-103.871,1013.299685,0.000172,0.088532,-0.000062
8 Sep 2021 04:47:00.000,-52.020,-98.571,1013.248563,0.004518,0.087950,-0.001639
8 Sep 2021 04:48:00.000,-51.620,-93.336,1013.103371,0.008771,0.086337,-0.003192
8 Sep 2021 04:49:00.000,-50.970,-88.227,1012.866169,0.012852,0.083821,-0.004700
8 Sep 2021 04:50:00.000,-50.082,-83.291,1012.540321,0.016696,0.080584,-0.006142
8 Sep 2021 04:51:00.000,-48.971,-78.565,1012.130453,0.020257,0.076836,-0.007496
8 Sep 2021 04:52:00.000,-47.655,-74.075,1011.642384,0.023512,0.072785,-0.008744
8 Sep 2021 04:53:00.000,-46.154,-69.833,1011.083048,0.026451,0.068614,-0.009867
8 Sep 2021 04:54:00.000,-44.486,-65.841,1010.460395,0.029080,0.064473,-0.010850
8 Sep 2021 04:55:00.000,-42.668,-62.093,1009.783281,0.031415,0.060475,-0.011679
8 Sep 2021 04:56:00.000,-40.719,-58.580,1009.061346,0.033477,0.056696,-0.012342
8 Sep 2021 04:57:00.000,-38.653,-55.285,1008.304874,0.035290,0.053183,-0.012828
8 Sep 2021 04:58:00.000,-36.486,-52.193,1007.524651,0.036878,0.049963,-0.013132
8 Sep 2021 04:59:00.000,-34.229,-49.285,1006.731811,0.038266,0.047041,-0.013248
8 Sep 2021 05:00:00.000,-31.895,-46.543,1005.937679,0.039475,0.044415,-0.013175
8 Sep 2021 05:01:00.000,-29.492,-43.951,1005.153609,0.040526,0.042075,-0.012913
8 Sep 2021 05:02:00.000,-27.031,-41.490,1004.390821,0.041436,0.040005,-0.012467
8 Sep 2021 05:03:00.000,-24.519,-39.147,1003.660239,0.042221,0.038190,-0.011842
8 Sep 2021 05:04:00.000,-21.964,-36.905,1002.972337,0.042894,0.036612,-0.011047
8 Sep 2021 05:05:00.000,-19.371,-34.751,1002.336983,0.043465,0.035257,-0.010093
8 Sep 2021 05:06:00.000,-16.747,-32.672,1001.763300,0.043945,0.034108,-0.008995
8 Sep 2021 05:07:00.000,-14.096,-30.656,1001.259530,0.044341,0.033153,-0.007767
8 Sep 2021 05:08:00.000,-11.424,-28.692,1000.832915,0.044659,0.032381,-0.006428
8 Sep 2021 05:09:00.000,-8.735,-26.769,1000.489593,0.044905,0.031783,-0.004996
8 Sep 2021 05:10:00.000,-6.033,-24.877,1000.234504,0.045082,0.031351,-0.003492
8 Sep 2021 05:11:00.000,-3.323,-23.006,1000.071320,0.045192,0.031080,-0.001938
8 Sep 2021 05:12:00.000,-0.608,-21.147,1000.002391,0.045239,0.030967,-0.000356
8 Sep 2021 05:13:00.000,2.108,-19.290,1000.028709,0.045221,0.031010,0.001231
8 Sep 2021 05:14:00.000,4.820,-17.425,1000.149896,0.045139,0.031210,0.002801
8 Sep 2021 05:15:00.000,7.526,-15.544,1000.364206,0.044992,0.031569,0.004330
8 Sep 2021 05:16:00.000,10.222,-13.636,1000.668554,0.044778,0.032092,0.005797
8 Sep 2021 05:17:00.000,12.902,-11.692,1001.058559,0.044493,0.032785,0.007180
8 Sep 2021 05:18:00.000,15.563,-9.701,1001.528610,0.044132,0.033657,0.008460
8 Sep 2021 05:19:00.000,18.199,-7.651,1002.071948,0.043691,0.034717,0.009618
8 Sep 2021 05:20:00.000,20.807,-5.533,1002.680764,0.043161,0.035979,0.010639
8 Sep 2021 05:21:00.000,23.380,-3.332,1003.346314,0.042535,0.037455,0.011506
8 Sep 2021 05:22:00.000,25.912,-1.035,1004.059046,0.041802,0.039162,0.012208
8 Sep 2021 05:23:00.000,28.397,1.371,1004.808740,0.040950,0.041115,0.012736
8 Sep 2021 05:24:00.000,30.827,3.902,1005.584653,0.039965,0.043333,0.013081
8 Sep 2021 05:25:00.000,33.193,6.575,1006.375679,0.038829,0.045829,0.013239
8 Sep 2021 05:26:00.000,35.486,9.406,1007.170503,0.037523,0.048617,0.013207
8 Sep 2021 05:27:00.000,37.695,12.414,1007.957767,0.036028,0.051704,0.012987
8 Sep 2021 05:28:00.000,39.807,15.615,1008.726233,0.034318,0.055088,0.012582
8 Sep 2021 05:29:00.000,41.811,19.029,1009.464939,0.032371,0.058752,0.011997
8 Sep 2021 05:30:00.000,43.689,22.670,1010.163357,0.030161,0.062660,0.011241
8 Sep 2021 05:31:00.000,45.426,26.552,1010.811543,0.027666,0.066749,0.010326
8 Sep 2021 05:32:00.000,47.005,30.682,1011.400272,0.024867,0.070922,0.009263
8 Sep 2021 05:33:00.000,48.406,35.062,1011.921175,0.021754,0.075048,0.008069
8 Sep 2021 05:34:00.000,49.611,39.684,1012.366850,0.018328,0.078956,0.006760
8 Sep 2021 05:35:00.000,50.601,44.530,1012.730966,0.014606,0.082448,0.005355
8 Sep 2021 05:36:00.000,51.359,49.567,1013.008357,0.010624,0.085312,0.003874
8 Sep 2021 05:37:00.000,51.872,54.752,1013.195085,0.006439,0.087349,0.002339
8 Sep 2021 05:38:00.000,52.130,60.031,1013.288501,0.002124,0.088404,0.000770
8 Sep 2021 05:39:00.000,52.127,65.341,1013.287281,-0.002236,0.088390,-0.000810
8 Sep 2021 05:40:00.000,51.862,70.618,1013.191442,-0.006549,0.087309,-0.002379
8 Sep 2021 05:41:00.000,51.343,75.800,1013.002343,-0.010730,0.085248,-0.003913
8 Sep 2021 05:42:00.000,50.578,80.833,1012.722667,-0.014705,0.082365,-0.005392
8 Sep 2021 05:43:00.000,49.582,85.673,1012.356382,-0.018419,0.078860,-0.006795
8 Sep 2021 05:44:00.000,48.372,90.289,1011.908688,-0.021838,0.074944,-0.008101
8 Sep 2021 05:45:00.000,46.967,94.663,1011.385943,-0.024943,0.070815,-0.009292
8 Sep 2021 05:46:00.000,45.384,98.786,1010.795575,-0.027734,0.066642,-0.010351
8 Sep 2021 05:47:00.000,43.642,102.662,1010.145978,-0.030221,0.062557,-0.011263
8 Sep 2021 05:48:00.000,41.761,106.297,1009.446396,-0.032424,0.058655,-0.012014
8 Sep 2021 05:49:00.000,39.754,109.705,1008.706791,-0.034365,0.054997,-0.012595
8 Sep 2021 05:50:00.000,37.639,112.901,1007.937703,-0.036069,0.051621,-0.012995
8 Sep 2021 05:51:00.000,35.428,115.904,1007.150102,-0.037559,0.048542,-0.013210
8 Sep 2021 05:52:00.000,33.133,118.731,1006.355233,-0.038860,0.045761,-0.013237
8 Sep 2021 05:53:00.000,30.765,121.400,1005.564455,-0.039992,0.043272,-0.013074
8 Sep 2021 05:54:00.000,28.334,123.928,1004.789078,-0.040974,0.041062,-0.012725
8 Sep 2021 05:55:00.000,25.848,126.331,1004.040203,-0.041823,0.039115,-0.012193
8 Sep 2021 05:56:00.000,23.314,128.625,1003.328559,-0.042553,0.037414,-0.011486
8 Sep 2021 05:57:00.000,20.740,130.823,1002.664352,-0.043176,0.035944,-0.010614
8 Sep 2021 05:58:00.000,18.132,132.940,1002.057114,-0.043703,0.034688,-0.009590
8 Sep 2021 05:59:00.000,15.494,134.988,1001.515568,-0.044142,0.033632,-0.008428
8 Sep 2021 06:00:00.000,12.833,136.978,1001.047496,-0.044501,0.032765,-0.007146
8 Sep 2021 06:01:00.000,10.152,138.921,1000.659630,-0.044784,0.032077,-0.005760
8 Sep 2021 06:02:00.000,7.457,140.828,1000.357548,-0.044997,0.031558,-0.004291
8 Sep 2021 06:03:00.000,4.751,142.709,1000.145601,-0.045142,0.031203,-0.002761
8 Sep 2021 06:04:00.000,2.038,144.573,1000.026839,-0.045222,0.031007,-0.001191
8 Sep 2021 06:05:00.000,-0.678,146.430,1000.002972,-0.045238,0.030968,0.000397
8 Sep 2021 06:06:00.000,-3.393,148.290,1000.074344,-0.045190,0.031085,0.001978
8 Sep 2021 06:07:00.000,-6.103,150.161,1000.239928,-0.045078,0.031360,0.003531
8 Sep 2021 06:08:00.000,-8.804,152.054,1000.497338,-0.044899,0.031796,0.005033
8 Sep 2021 06:09:00.000,-11.493,153.977,1000.842870,-0.044652,0.032399,0.006463
8 Sep 2021 06:10:00.000,-14.164,155.942,1001.271551,-0.044332,0.033175,0.007800
8 Sep 2021 06:11:00.000,-16.814,157.960,1001.777215,-0.043934,0.034135,0.009025
8 Sep 2021 06:12:00.000,-19.438,160.040,1002.352592,-0.043451,0.035289,0.010120
8 Sep 2021 06:13:00.000,-22.030,162.196,1002.989416,-0.042878,0.036650,0.011069
8 Sep 2021 06:14:00.000,-24.585,164.441,1003.678542,-0.042202,0.038234,0.011860
8 Sep 2021 06:15:00.000,-27.095,166.787,1004.410086,-0.041415,0.040055,0.012481
8 Sep 2021 06:16:00.000,-29.555,169.251,1005.173561,-0.040501,0.042131,0.012922
8 Sep 2021 06:17:00.000,-31.956,171.847,1005.958031,-0.039446,0.044479,0.013179
8 Sep 2021 06:18:00.000,-34.288,174.592,1006.752272,-0.038233,0.047112,0.013247
8 Sep 2021 06:19:00.000,-36.543,177.505,1007.544929,-0.036840,0.050042,0.013126
8 Sep 2021 06:20:00.000,-38.708,-179.398,1008.324679,-0.035246,0.053270,0.012818
8 Sep 2021 06:21:00.000,-40.771,-176.098,1009.080396,-0.033427,0.056790,0.012327
8 Sep 2021 06:22:00.000,-42.717,-172.578,1009.801305,-0.031359,0.060575,0.011660
8 Sep 2021 06:23:00.000,-44.530,-168.824,1010.477135,-0.029016,0.064578,0.010827
8 Sep 2021 06:24:00.000,-46.195,-164.826,1011.098267,-0.026379,0.068722,0.009840
8 Sep 2021 06:25:00.000,-47.692,-160.577,1011.655865,-0.023432,0.072891,0.008713
8 Sep 2021 06:26:00.000,-49.002,-156.081,1012.142005,-0.020170,0.076937,0.007462
8 Sep 2021 06:27:00.000,-50.107,-151.350,1012.549779,-0.016600,0.080675,0.006106
8 Sep 2021 06:28:00.000,-50.990,-146.409,1012.873399,-0.012750,0.083896,0.004662
8 Sep 2021 06:29:00.000,-51.634,-141.295,1013.108271,-0.008664,0.086391,0.003153
8 Sep 2021 06:30:00.000,-52.027,-136.058,1013.251064,-0.004407,0.087978,0.001598
8 Sep 2021 06:31:00.000,-52.161,-130.757,1013.299750,-0.000059,0.088532,0.000022
8 Sep 2021 06:32:00.000,-52.034,-125.454,1013.253641,0.004289,0.088008,-0.001556
8 Sep 2021 06:33:00.000,-51.648,-120.215,1013.113390,0.008550,0.086447,-0.003111
8 Sep 2021 06:34:00.000,-51.011,-115.097,1012.880986,0.012642,0.083974,-0.004622
8 Sep 2021 06:35:00.000,-50.134,-110.151,1012.559726,0.016499,0.080770,-0.006067
8 Sep 2021 06:36:00.000,-49.035,-105.414,1012.154171,0.020076,0.077044,-0.007427
8 Sep 2021 06:37:00.000,-47.730,-100.911,1011.670078,0.023347,0.073004,-0.008681
8 Sep 2021 06:38:00.000,-46.238,-96.655,1011.114324,0.026303,0.068835,-0.009811
8 Sep 2021 06:39:00.000,-44.578,-92.650,1010.494809,0.028949,0.064690,-0.010802
8 Sep 2021 06:40:00.000,-42.768,-88.890,1009.820344,0.031299,0.060682,-0.011639
8 Sep 2021 06:41:00.000,-40.825,-85.364,1009.100529,0.033375,0.056889,-0.012311
8 Sep 2021 06:42:00.000,-38.765,-82.058,1008.345619,0.035200,0.053362,-0.012807
8 Sep 2021 06:43:00.000,-36.603,-78.956,1007.566376,0.036800,0.050126,-0.013121
8 Sep 2021 06:44:00.000,-34.351,-76.038,1006.773921,0.038197,0.047188,-0.013247
8 Sep 2021 06:45:00.000,-32.020,-73.288,1005.979573,0.039416,0.044547,-0.013184
8 Sep 2021 06:46:00.000,-29.621,-70.688,1005.194687,0.040474,0.042192,-0.012932
8 Sep 2021 06:47:00.000,-27.163,-68.222,1004.430495,0.041391,0.040108,-0.012495
8 Sep 2021 06:48:00.000,-24.653,-65.872,1003.697940,0.042182,0.038280,-0.011879
8 Sep 2021 06:49:00.000,-22.100,-63.625,1003.007525,0.042861,0.036690,-0.011093
8 Sep 2021 06:50:00.000,-19.509,-61.467,1002.369153,0.043437,0.035323,-0.010147
8 Sep 2021 06:51:00.000,-16.886,-59.384,1001.791990,0.043922,0.034164,-0.009056
8 Sep 2021 06:52:00.000,-14.237,-57.366,1001.284327,0.044322,0.033199,-0.007835
8 Sep 2021 06:53:00.000,-11.566,-55.399,1000.853464,0.044644,0.032418,-0.006501
8 Sep 2021 06:54:00.000,-8.878,-53.474,1000.505597,0.044894,0.031810,-0.005073
8 Sep 2021 06:55:00.000,-6.177,-51.581,1000.245733,0.045074,0.031370,-0.003573
8 Sep 2021 06:56:00.000,-3.467,-49.709,1000.077612,0.045188,0.031090,-0.002021
8 Sep 2021 06:57:00.000,-0.752,-47.850,1000.003655,0.045238,0.030969,-0.000440
8 Sep 2021 06:58:00.000,1.964,-45.992,1000.024928,0.045223,0.031004,0.001148
8 Sep 2021 06:59:00.000,4.677,-44.128,1000.141124,0.045145,0.031195,0.002719
8 Sep 2021 07:00:00.000,7.383,-42.248,1000.350569,0.045002,0.031546,0.004250
8 Sep 2021 07:01:00.000,10.079,-40.342,1000.650248,0.044791,0.032060,0.005721
8 Sep 2021 07:02:00.000,12.760,-38.400,1001.035848,0.044510,0.032744,0.007109
8 Sep 2021 07:03:00.000,15.422,-36.412,1001.501821,0.044153,0.033606,0.008395
8 Sep 2021 07:04:00.000,18.060,-34.366,1002.041466,0.043716,0.034656,0.009560
8 Sep 2021 07:05:00.000,20.670,-32.251,1002.647027,0.043192,0.035907,0.010588
8 Sep 2021 07:06:00.000,23.245,-30.055,1003.309806,0.042571,0.037371,0.011464
8 Sep 2021 07:07:00.000,25.779,-27.764,1004.020291,0.041844,0.039065,0.012176
8 Sep 2021 07:08:00.000,28.267,-25.364,1004.768293,0.040999,0.041006,0.012712
8 Sep 2021 07:09:00.000,30.700,-22.840,1005.543094,0.040020,0.043208,0.013067
8 Sep 2021 07:10:00.000,33.069,-20.175,1006.333602,0.038893,0.045690,0.013235
8 Sep 2021 07:11:00.000,35.366,-17.352,1007.128510,0.037597,0.048462,0.013214
8 Sep 2021 07:12:00.000,37.580,-14.355,1007.916458,0.036112,0.051533,0.013004
8 Sep 2021 07:13:00.000,39.698,-11.163,1008.686197,0.034415,0.054902,0.012608
8 Sep 2021 07:14:00.000,41.707,-7.761,1009.426747,0.032481,0.058552,0.012032
8 Sep 2021 07:15:00.000,43.593,-4.133,1010.127553,0.030285,0.062448,0.011285
8 Sep 2021 07:16:00.000,45.338,-0.264,1010.778637,0.027805,0.066529,0.010378
8 Sep 2021 07:17:00.000,46.926,3.853,1011.370732,0.025023,0.070701,0.009323
